,0
5662,0.1
5663,0.06
5664,0.01
5665,0.05
5666,0.24
5667,0.16
5668,0.55
5669,0.17
5670,0.48
5671,0.02
5672,0.48
5673,0.33
5674,0.12
5675,0.45
5676,0.11
5677,0.33
5678,0.09
5679,0.08
5680,0.2
5681,0.24
5682,0.17
5683,0.06
5684,0.74
5685,0.34
5686,0.9
5687,0.24
5688,0.06
5689,0.03
5690,0.11
5691,0.09
5692,0.33
5693,0.49
5694,0.51
5695,0.35
5696,0.41
5697,0.11
5698,0.19
5699,0.38
5700,0.06
5701,0.34
5702,0.03
5703,0.08
5704,0.24
5705,0.09
5706,0.15
5707,0.37
5708,0.45
5709,0.23
5710,0.09
5711,0.16
5712,0.65
5713,0.06
5714,0.13
5715,0.52
5716,0.23
5717,0.12
5718,0.35
5719,0.37
5720,0.15
5721,0.21
5722,0.03
5723,0.12
5724,0.18
5725,0.24
5726,0.08
5727,0.09
5728,0.14
5729,0.36
5730,0.05
5731,0.17
5732,0.06
5733,0.37
5734,0.15
5735,0.18
5736,0.1
5737,0.1
5738,0.55
5739,0.11
5740,0.51
5741,0.08
5742,0.13
5743,0.16
5744,0.26
5745,0.7
5746,0.32
5747,0.48
5748,0.2
5749,0.16
5750,0.34
5751,0.67
5752,0.19
5753,0.04
5754,0.04
5755,0.04
5756,0.11
5757,0.03
5758,0.12
5759,0.34
5760,0.08
5761,0.15
5762,0.29
5763,0.23
5764,0.36
5765,0.16
5766,0.17
5767,0.03
5768,0.2
5769,0.14
5770,0.09
5771,0.18
5772,0.08
5773,0.11
5774,0.34
5775,0.19
5776,0.29
5777,0.58
5778,0.37
5779,0.1
5780,0.17
5781,0.36
5782,0.14
5783,0.06
5784,0.05
5785,0.45
5786,0.11
5787,0.13
5788,0.28
5789,0.19
5790,0.17
5791,0.36
5792,0.24
5793,0.25
5794,0.28
5795,0.06
5796,0.07
5797,0.76
5798,0.02
5799,0.12
5800,0.03
5801,0.46
5802,0.03
5803,0.16
5804,0.1
5805,0.05
5806,0.12
5807,0.1
5808,0.67
5809,0.08
5810,0.04
5811,0.15
5812,0.09
5813,0.25
5814,0.17
5815,0.37
5816,0.14
5817,0.61
5818,0.27
5819,0.19
5820,0.44
5821,0.14
5822,0.05
5823,0.55
5824,0.09
5825,0.05
5826,0.34
5827,0.57
5828,0.12
5829,0.44
5830,0.41
5831,0.33
5832,0.12
5833,0.08
5834,0.45
5835,0.04
5836,0.38
5837,0.17
5838,0.46
5839,0.07
5840,0.38
5841,0.03
5842,0.47
5843,0.04
5844,0.1
5845,0.16
5846,0.18
5847,0.11
5848,0.11
5849,0.09
5850,0.39
5851,0.57
5852,0.11
5853,0.4
5854,0.3
5855,0.28
5856,0.25
5857,0.14
5858,0.21
5859,0.13
5860,0.21
5861,0.67
5862,0.17
5863,0.5
5864,0.05
5865,0.11
5866,0.33
5867,0.27
5868,0.46
5869,0.12
5870,0.1
5871,0.09
5872,0.16
5873,0.46
5874,0.57
5875,0.29
5876,0.01
5877,0.06
5878,0.04
5879,0.1
5880,0.26
5881,0.47
5882,0.21
5883,0.08
5884,0.12
5885,0.03
5886,0.06
5887,0.21
5888,0.39
5889,0.11
5890,0.13
5891,0.19
5892,0.04
5893,0.12
5894,0.51
5895,0.67
5896,0.29
5897,0.02
5898,0.45
5899,0.08
5900,0.36
5901,0.31
5902,0.06
5903,0.08
5904,0.38
5905,0.59
5906,0.52
5907,0.23
5908,0.18
5909,0.2
5910,0.19
5911,0.41
5912,0.63
5913,0.28
5914,0.09
5915,0.81
5916,0.01
5917,0.24
5918,0.06
5919,0.31
5920,0.87
5921,0.58
5922,0.21
5923,0.11
5924,0.28
5925,0.12
5926,0.1
5927,0.53
5928,0.33
5929,0.18
5930,0.07
5931,0.17
5932,0.71
5933,0.36
5934,0.09
5935,0.33
5936,0.23
5937,0.25
5938,0.22
5939,0.11
5940,0.15
5941,0.28
5942,0.02
5943,0.05
5944,0.18
5945,0.1
5946,0.57
5947,0.02
5948,0.17
5949,0.04
5950,0.37
5951,0.17
5952,0.04
5953,0.17
5954,0.12
5955,0.06
5956,0.17
5957,0.23
5958,0.3
5959,0.42
5960,0.21
5961,0.27
5962,0.52
5963,0.15
5964,0.34
5965,0.4
5966,0.34
5967,0.17
5968,0.06
5969,0.08
5970,0.21
5971,0.33
5972,0.4
5973,0.38
5974,0.06
5975,0.13
5976,0.33
5977,0.24
5978,0.63
5979,0.25
5980,0.35
5981,0.17
5982,0.21
5983,0.22
5984,0.16
5985,0.06
5986,0.32
5987,0.14
5988,0.14
5989,0.13
5990,0.18
5991,0.49
5992,0.22
5993,0.61
5994,0.05
5995,0.08
5996,0.47
5997,0.36
5998,0.09
5999,0.05
6000,0.25
6001,0.32
6002,0.07
6003,0.31
6004,0.5
6005,0.13
6006,0.12
6007,0.05
6008,0.06
6009,0.16
6010,0.04
6011,0.12
6012,0.09
6013,0.29
6014,0.57
6015,0.19
6016,0.09
6017,0.16
6018,0.1
6019,0.2
6020,0.13
6021,0.05
6022,0.07
6023,0.19
6024,0.11
6025,0.25
6026,0.53
6027,0.1
6028,0.19
6029,0.09
6030,0.08
6031,0.01
6032,0.07
6033,0.58
6034,0.37
6035,0.17
6036,0.16
6037,0.37
6038,0.14
6039,0.09
6040,0.41
6041,0.57
6042,0.5
6043,0.28
6044,0.2
6045,0.15
6046,0.44
6047,0.04
6048,0.41
6049,0.45
6050,0.47
6051,0.53
6052,0.05
6053,0.17
6054,0.01
6055,0.08
6056,0.05
6057,0.03
6058,0.26
6059,0.16
6060,0.14
6061,0.48
6062,0.16
6063,0.18
6064,0.4
6065,0.23
6066,0.49
6067,0.04
6068,0.13
6069,0.11
6070,0.0
6071,0.16
6072,0.08
6073,0.09
6074,0.11
6075,0.24
6076,0.14
6077,0.31
6078,0.07
6079,0.36
6080,0.01
6081,0.08
6082,0.58
6083,0.22
6084,0.08
6085,0.17
6086,0.29
6087,0.75
6088,0.31
6089,0.32
6090,0.15
6091,0.08
6092,0.23
6093,0.3
6094,0.41
6095,0.11
6096,0.39
6097,0.65
6098,0.17
6099,0.52
6100,0.46
6101,0.01
6102,0.11
6103,0.34
6104,0.69
6105,0.05
6106,0.23
6107,0.37
6108,0.31
6109,0.05
6110,0.51
6111,0.02
6112,0.12
6113,0.13
6114,0.04
6115,0.19
6116,0.06
6117,0.34
6118,0.1
6119,0.05
6120,0.05
6121,0.39
6122,0.12
6123,0.53
6124,0.5
6125,0.24
6126,0.03
6127,0.3
6128,0.15
6129,0.01
6130,0.35
6131,0.24
6132,0.27
6133,0.09
6134,0.2
6135,0.11
6136,0.16
6137,0.08
6138,0.15
6139,0.14
6140,0.05
6141,0.19
6142,0.12
6143,0.03
6144,0.34
6145,0.07
6146,0.27
6147,0.02
6148,0.08
6149,0.19
6150,0.23
6151,0.44
6152,0.3
6153,0.17
6154,0.23
6155,0.18
6156,0.11
6157,0.03
6158,0.38
6159,0.03
6160,0.64
6161,0.39
6162,0.54
6163,0.33
6164,0.81
6165,0.03
6166,0.23
6167,0.13
6168,0.08
6169,0.5
6170,0.17
6171,0.13
6172,0.27
6173,0.26
6174,0.52
6175,0.14
6176,0.05
6177,0.16
6178,0.45
6179,0.24
6180,0.38
6181,0.09
6182,0.13
6183,0.64
6184,0.12
6185,0.23
6186,0.04
6187,0.05
6188,0.11
6189,0.52
6190,0.2
6191,0.2
6192,0.08
6193,0.66
6194,0.71
6195,0.13
6196,0.33
6197,0.07
6198,0.53
6199,0.09
6200,0.49
6201,0.13
6202,0.33
6203,0.15
6204,0.09
6205,0.08
6206,0.2
6207,0.06
6208,0.33
6209,0.38
6210,0.75
6211,0.08
6212,0.11
6213,0.06
6214,0.22
6215,0.01
6216,0.3
6217,0.25
6218,0.07
6219,0.07
6220,0.41
6221,0.13
6222,0.07
6223,0.08
6224,0.0
6225,0.27
6226,0.29
6227,0.07
6228,0.57
6229,0.38
6230,0.4
6231,0.14
6232,0.52
6233,0.04
6234,0.43
6235,0.68
6236,0.5
6237,0.52
6238,0.37
6239,0.08
6240,0.14
6241,0.21
6242,0.43
6243,0.07
6244,0.59
6245,0.09
6246,0.1
6247,0.12
6248,0.5
6249,0.14
6250,0.07
6251,0.06
6252,0.2
6253,0.1
6254,0.12
6255,0.15
6256,0.15
6257,0.19
6258,0.09
6259,0.1
6260,0.26
6261,0.12
6262,0.46
6263,0.09
6264,0.13
6265,0.24
6266,0.38
6267,0.13
6268,0.56
6269,0.17
6270,0.05
6271,0.1
6272,0.0
6273,0.4
6274,0.25
6275,0.63
6276,0.62
6277,0.04
6278,0.02
6279,0.03
6280,0.28
6281,0.11
6282,0.12
6283,0.72
6284,0.02
6285,0.13
6286,0.66
6287,0.2
6288,0.11
6289,0.55
6290,0.3
6291,0.26
6292,0.36
6293,0.1
6294,0.22
6295,0.34
6296,0.29
6297,0.11
6298,0.22
6299,0.11
6300,0.11
6301,0.61
6302,0.13
6303,0.37
6304,0.3
6305,0.33
6306,0.18
6307,0.24
6308,0.19
6309,0.1
6310,0.22
6311,0.15
6312,0.35
6313,0.12
6314,0.16
6315,0.86
6316,0.08
6317,0.3
6318,0.26
6319,0.34
6320,0.73
6321,0.66
6322,0.34
6323,0.63
6324,0.31
6325,0.19
6326,0.47
6327,0.21
6328,0.64
6329,0.35
6330,0.08
6331,0.26
6332,0.35
6333,0.3
6334,0.07
6335,0.45
6336,0.0
6337,0.54
6338,0.15
6339,0.03
6340,0.03
6341,0.27
6342,0.02
6343,0.36
6344,0.22
6345,0.1
6346,0.06
6347,0.06
6348,0.51
6349,0.19
6350,0.31
6351,0.12
6352,0.19
6353,0.38
6354,0.73
6355,0.26
6356,0.06
6357,0.19
6358,0.17
6359,0.13
6360,0.03
6361,0.22
6362,0.22
6363,0.19
6364,0.17
6365,0.21
6366,0.08
6367,0.28
6368,0.33
6369,0.12
6370,0.22
6371,0.44
6372,0.01
6373,0.18
6374,0.12
6375,0.24
6376,0.0
6377,0.09
6378,0.12
6379,0.01
6380,0.67
6381,0.08
6382,0.17
6383,0.15
6384,0.1
6385,0.19
6386,0.8
6387,0.49
6388,0.56
6389,0.09
6390,0.08
6391,0.18
6392,0.34
6393,0.05
6394,0.46
6395,0.31
6396,0.38
6397,0.46
6398,0.68
6399,0.37
6400,0.38
6401,0.04
6402,0.33
6403,0.52
6404,0.15
6405,0.1
6406,0.03
6407,0.15
6408,0.05
6409,0.25
6410,0.22
6411,0.11
6412,0.21
6413,0.49
6414,0.11
6415,0.29
6416,0.15
6417,0.15
6418,0.28
6419,0.17
6420,0.18
6421,0.15
6422,0.43
6423,0.1
6424,0.02
6425,0.05
6426,0.07
6427,0.1
6428,0.21
6429,0.41
6430,0.28
6431,0.38
6432,0.0
6433,0.05
6434,0.25
6435,0.26
6436,0.09
6437,0.06
6438,0.42
6439,0.08
6440,0.17
6441,0.56
6442,0.21
6443,0.06
6444,0.14
6445,0.29
6446,0.1
6447,0.07
6448,0.22
6449,0.58
6450,0.13
6451,0.59
6452,0.09
6453,0.09
6454,0.08
6455,0.29
6456,0.13
6457,0.42
6458,0.03
6459,0.36
6460,0.05
6461,0.39
6462,0.04
6463,0.12
6464,0.07
6465,0.05
6466,0.03
6467,0.19
6468,0.07
6469,0.3
6470,0.32
6471,0.1
6472,0.14
6473,0.07
6474,0.05
6475,0.57
6476,0.17
6477,0.23
6478,0.07
6479,0.06
6480,0.03
6481,0.14
6482,0.24
6483,0.18
6484,0.04
6485,0.1
6486,0.16
6487,0.75
6488,0.09
6489,0.11
6490,0.13
6491,0.21
6492,0.15
6493,0.17
6494,0.2
6495,0.53
6496,0.17
6497,0.22
6498,0.12
6499,0.22
6500,0.37
6501,0.07
6502,0.13
6503,0.18
6504,0.02
6505,0.23
6506,0.25
6507,0.09
6508,0.08
6509,0.48
6510,0.09
6511,0.21
6512,0.04
6513,0.2
6514,0.08
6515,0.01
6516,0.08
6517,0.21
6518,0.14
6519,0.06
6520,0.42
6521,0.38
6522,0.08
6523,0.03
6524,0.08
6525,0.24
6526,0.17
6527,0.27
6528,0.11
6529,0.01
6530,0.25
6531,0.09
6532,0.23
6533,0.05
6534,0.35
6535,0.2
6536,0.28
6537,0.37
6538,0.38
6539,0.2
6540,0.12
6541,0.29
6542,0.3
6543,0.16
6544,0.07
6545,0.28
6546,0.23
6547,0.05
6548,0.37
6549,0.51
6550,0.26
6551,0.54
6552,0.4
6553,0.12
6554,0.59
6555,0.0
6556,0.46
6557,0.31
6558,0.18
6559,0.71
6560,0.05
6561,0.48
6562,0.52
6563,0.43
6564,0.32
6565,0.47
6566,0.26
6567,0.36
6568,0.26
6569,0.05
6570,0.33
6571,0.6
6572,0.09
6573,0.33
6574,0.07
6575,0.12
6576,0.12
6577,0.01
6578,0.19
6579,0.19
6580,0.42
6581,0.16
6582,0.09
6583,0.03
6584,0.06
6585,0.05
6586,0.06
6587,0.25
6588,0.11
6589,0.24
6590,0.31
6591,0.01
6592,0.35
6593,0.37
6594,0.06
6595,0.4
6596,0.24
6597,0.03
6598,0.07
6599,0.12
6600,0.3
6601,0.27
6602,0.16
6603,0.15
6604,0.08
6605,0.08
6606,0.51
6607,0.43
6608,0.57
6609,0.09
6610,0.16
6611,0.14
6612,0.53
6613,0.07
6614,0.1
6615,0.46
6616,0.65
6617,0.02
6618,0.24
6619,0.18
6620,0.2
6621,0.19
6622,0.13
6623,0.33
6624,0.13
6625,0.37
6626,0.3
6627,0.12
6628,0.16
6629,0.37
6630,0.05
6631,0.28
6632,0.09
6633,0.46
6634,0.03
6635,0.35
6636,0.14
6637,0.09
6638,0.13
6639,0.06
6640,0.6
6641,0.07
6642,0.01
6643,0.66
6644,0.41
6645,0.32
6646,0.12
6647,0.07
6648,0.46
6649,0.01
6650,0.32
6651,0.29
6652,0.73
6653,0.04
6654,0.28
6655,0.15
6656,0.74
6657,0.93
6658,0.16
6659,0.22
6660,0.29
6661,0.39
6662,0.09
6663,0.22
6664,0.23
6665,0.24
6666,0.15
6667,0.4
6668,0.39
6669,0.16
6670,0.05
6671,0.4
6672,0.24
6673,0.11
6674,0.05
6675,0.12
6676,0.45
6677,0.6
6678,0.01
6679,0.62
6680,0.02
6681,0.07
6682,0.36
6683,0.48
6684,0.27
6685,0.24
6686,0.68
6687,0.31
6688,0.04
6689,0.13
6690,0.38
6691,0.54
6692,0.13
6693,0.28
6694,0.15
6695,0.05
6696,0.53
6697,0.02
6698,0.07
6699,0.47
6700,0.41
6701,0.07
6702,0.38
6703,0.07
6704,0.62
6705,0.59
6706,0.08
6707,0.36
6708,0.2
6709,0.16
6710,0.03
6711,0.1
6712,0.42
6713,0.25
6714,0.41
6715,0.83
6716,0.01
6717,0.52
6718,0.53
6719,0.3
6720,0.45
6721,0.14
6722,0.62
6723,0.21
6724,0.36
6725,0.06
6726,0.3
6727,0.11
6728,0.0
6729,0.45
6730,0.28
6731,0.21
6732,0.13
6733,0.2
6734,0.15
6735,0.47
6736,0.46
6737,0.72
6738,0.48
6739,0.02
6740,0.42
6741,0.3
6742,0.42
6743,0.87
6744,0.03
6745,0.11
6746,0.35
6747,0.29
6748,0.2
6749,0.6
6750,0.34
6751,0.63
6752,0.12
6753,0.09
6754,0.55
6755,0.04
6756,0.3
6757,0.03
6758,0.14
6759,0.26
6760,0.22
6761,0.2
6762,0.2
6763,0.25
6764,0.36
6765,0.03
6766,0.42
6767,0.17
6768,0.28
6769,0.05
6770,0.05
6771,0.37
6772,0.27
6773,0.17
6774,0.26
6775,0.22
6776,0.13
6777,0.14
6778,0.14
6779,0.16
6780,0.2
6781,0.32
6782,0.18
6783,0.22
6784,0.25
6785,0.22
6786,0.13
6787,0.27
6788,0.28
6789,0.06
6790,0.3
6791,0.14
6792,0.25
6793,0.19
6794,0.2
6795,0.4
6796,0.27
6797,0.41
6798,0.36
6799,0.32
6800,0.23
6801,0.52
6802,0.16
6803,0.09
6804,0.42
6805,0.54
6806,0.21
6807,0.04
6808,0.07
6809,0.62
6810,0.69
6811,0.48
6812,0.43
6813,0.16
6814,0.29
6815,0.3
6816,0.53
6817,0.19
6818,0.04
6819,0.11
6820,0.07
6821,0.47
6822,0.11
6823,0.04
6824,0.21
6825,0.07
6826,0.59
6827,0.38
6828,0.32
6829,0.04
6830,0.21
6831,0.39
6832,0.4
6833,0.07
6834,0.24
6835,0.12
6836,0.31
6837,0.1
6838,0.06
6839,0.15
6840,0.12
6841,0.07
6842,0.09
6843,0.14
6844,0.01
6845,0.16
6846,0.32
6847,0.18
6848,0.56
6849,0.63
6850,0.04
6851,0.03
6852,0.13
6853,0.1
6854,0.02
6855,0.26
6856,0.23
6857,0.52
6858,0.02
6859,0.17
6860,0.22
6861,0.21
6862,0.21
6863,0.17
6864,0.15
6865,0.03
6866,0.21
6867,0.05
6868,0.1
6869,0.22
6870,0.29
6871,0.72
6872,0.08
6873,0.25
6874,0.52
6875,0.41
6876,0.7
6877,0.8
6878,0.82
6879,0.43
6880,0.02
6881,0.6
6882,0.04
6883,0.07
6884,0.62
6885,0.11
6886,0.42
6887,0.06
6888,0.07
6889,0.3
6890,0.15
6891,0.66
6892,0.4
6893,0.71
6894,0.06
6895,0.1
6896,0.48
6897,0.21
6898,0.05
6899,0.31
6900,0.03
6901,0.03
6902,0.1
6903,0.38
6904,0.4
6905,0.48
6906,0.04
6907,0.14
6908,0.21
6909,0.12
6910,0.13
6911,0.09
6912,0.23
6913,0.03
6914,0.08
6915,0.32
6916,0.29
6917,0.27
6918,0.32
6919,0.29
6920,0.05
6921,0.04
6922,0.35
6923,0.35
6924,0.21
6925,0.32
6926,0.05
6927,0.53
6928,0.29
6929,0.07
6930,0.24
6931,0.12
6932,0.2
6933,0.24
6934,0.23
6935,0.08
6936,0.24
6937,0.07
6938,0.27
6939,0.15
6940,0.4
6941,0.26
6942,0.65
6943,0.35
6944,0.07
6945,0.15
6946,0.32
6947,0.46
6948,0.23
6949,0.03
6950,0.32
6951,0.07
6952,0.02
6953,0.17
6954,0.0
6955,0.57
6956,0.53
6957,0.26
6958,0.4
6959,0.17
6960,0.35
6961,0.75
6962,0.09
6963,0.19
6964,0.02
6965,0.48
6966,0.07
6967,0.02
6968,0.22
6969,0.03
6970,0.12
6971,0.24
6972,0.16
6973,0.04
6974,0.39
6975,0.12
6976,0.42
6977,0.24
6978,0.05
6979,0.55
6980,0.3
6981,0.58
6982,0.2
6983,0.28
6984,0.02
6985,0.46
6986,0.4
6987,0.34
6988,0.37
6989,0.11
6990,0.58
6991,0.03
6992,0.07
6993,0.31
6994,0.04
6995,0.02
6996,0.37
6997,0.09
6998,0.57
6999,0.32
7000,0.06
7001,0.18
7002,0.18
7003,0.18
7004,0.53
7005,0.07
7006,0.13
7007,0.18
7008,0.24
7009,0.07
7010,0.39
7011,0.02
7012,0.28
7013,0.27
7014,0.47
7015,0.57
7016,0.19
7017,0.74
7018,0.13
7019,0.2
7020,0.07
7021,0.04
7022,0.24
7023,0.42
7024,0.03
7025,0.33
7026,0.1
7027,0.06
7028,0.05
7029,0.49
7030,0.01
7031,0.82
7032,0.07
7033,0.23
7034,0.32
7035,0.22
7036,0.11
7037,0.2
7038,0.31
7039,0.4
7040,0.14
7041,0.18
7042,0.13
7043,0.01
7044,0.18
7045,0.06
7046,0.5
7047,0.07
7048,0.65
7049,0.17
7050,0.53
7051,0.51
7052,0.36
7053,0.74
7054,0.08
7055,0.35
7056,0.41
7057,0.39
7058,0.21
7059,0.52
7060,0.06
7061,0.19
7062,0.23
7063,0.06
7064,0.09
7065,0.52
7066,0.02
7067,0.07
7068,0.18
7069,0.27
7070,0.31
7071,0.18
7072,0.03
7073,0.07
7074,0.25
7075,0.37
7076,0.54
7077,0.19
7078,0.29
7079,0.41
7080,0.01
7081,0.09
7082,0.3
7083,0.48
7084,0.19
7085,0.05
7086,0.18
7087,0.76
7088,0.27
7089,0.23
7090,0.05
7091,0.31
7092,0.37
7093,0.8
7094,0.1
7095,0.27
7096,0.14
7097,0.47
7098,0.31
7099,0.06
7100,0.16
7101,0.2
7102,0.19
7103,0.66
7104,0.05
7105,0.16
7106,0.26
7107,0.2
7108,0.14
7109,0.2
7110,0.13
7111,0.28
7112,0.27
7113,0.29
7114,0.23
7115,0.04
7116,0.2
7117,0.19
7118,0.11
7119,0.31
7120,0.58
7121,0.15
7122,0.05
7123,0.64
7124,0.29
7125,0.16
7126,0.26
7127,0.2
7128,0.11
7129,0.14
7130,0.05
7131,0.45
7132,0.63
7133,0.3
7134,0.12
7135,0.22
7136,0.08
7137,0.7
7138,0.06
7139,0.49
7140,0.01
7141,0.64
7142,0.68
7143,0.4
7144,0.07
7145,0.27
7146,0.28
7147,0.59
7148,0.02
7149,0.32
7150,0.19
7151,0.65
7152,0.12
7153,0.31
7154,0.12
7155,0.08
7156,0.2
7157,0.69
7158,0.09
7159,0.34
7160,0.26
7161,0.17
7162,0.24
7163,0.71
7164,0.04
7165,0.45
7166,0.22
7167,0.39
7168,0.42
7169,0.06
7170,0.15
7171,0.91
7172,0.39
7173,0.13
7174,0.06
7175,0.25
7176,0.48
7177,0.12
7178,0.44
7179,0.21
7180,0.05
7181,0.29
7182,0.3
7183,0.76
7184,0.21
7185,0.35
7186,0.06
7187,0.09
7188,0.43
7189,0.33
7190,0.1
7191,0.16
7192,0.33
7193,0.47
7194,0.43
7195,0.3
7196,0.04
7197,0.26
7198,0.32
7199,0.16
7200,0.08
7201,0.09
7202,0.56
7203,0.26
7204,0.39
7205,0.5
7206,0.15
7207,0.37
7208,0.75
7209,0.22
7210,0.58
7211,0.52
7212,0.58
7213,0.81
7214,0.5
7215,0.33
7216,0.18
7217,0.09
7218,0.16
7219,0.36
7220,0.16
7221,0.24
7222,0.03
7223,0.0
7224,0.08
7225,0.09
7226,0.06
7227,0.21
7228,0.08
7229,0.28
7230,0.23
7231,0.24
7232,0.34
7233,0.66
7234,0.18
7235,0.22
7236,0.47
7237,0.09
7238,0.2
7239,0.26
7240,0.13
7241,0.18
7242,0.54
7243,0.31
7244,0.33
7245,0.26
7246,0.18
7247,0.14
7248,0.26
7249,0.29
7250,0.08
7251,0.12
7252,0.26
7253,0.21
7254,0.43
7255,0.14
7256,0.4
7257,0.34
7258,0.1
7259,0.42
7260,0.08
7261,0.17
7262,0.08
7263,0.04
7264,0.18
7265,0.39
7266,0.46
7267,0.05
7268,0.37
7269,0.09
7270,0.13
7271,0.02
7272,0.46
7273,0.15
7274,0.13
7275,0.14
7276,0.51
7277,0.28
7278,0.11
7279,0.28
7280,0.21
7281,0.14
7282,0.17
7283,0.23
7284,0.3
7285,0.49
7286,0.11
7287,0.26
7288,0.44
7289,0.3
7290,0.68
7291,0.42
7292,0.05
7293,0.22
7294,0.62
7295,0.23
7296,0.02
7297,0.44
7298,0.66
7299,0.36
7300,0.12
7301,0.49
7302,0.22
7303,0.0
7304,0.18
7305,0.33
7306,0.6
7307,0.07
7308,0.38
7309,0.17
7310,0.25
7311,0.46
7312,0.05
7313,0.56
7314,0.02
7315,0.09
7316,0.04
7317,0.16
7318,0.05
7319,0.38
7320,0.63
7321,0.35
7322,0.11
7323,0.39
7324,0.14
7325,0.38
7326,0.19
7327,0.09
7328,0.08
7329,0.64
7330,0.2
7331,0.22
7332,0.26
7333,0.71
7334,0.17
7335,0.35
7336,0.23
7337,0.27
7338,0.05
7339,0.1
7340,0.15
7341,0.69
7342,0.33
7343,0.42
7344,0.46
7345,0.29
7346,0.5
7347,0.37
7348,0.02
7349,0.07
7350,0.16
7351,0.07
7352,0.05
7353,0.15
7354,0.17
7355,0.11
7356,0.3
7357,0.22
7358,0.13
7359,0.06
7360,0.39
7361,0.12
7362,0.33
7363,0.11
7364,0.08
7365,0.2
7366,0.27
7367,0.14
7368,0.21
7369,0.13
7370,0.08
7371,0.01
7372,0.44
7373,0.26
7374,0.24
7375,0.28
7376,0.26
7377,0.04
7378,0.4
7379,0.09
7380,0.12
7381,0.04
7382,0.84
7383,0.48
7384,0.04
7385,0.42
7386,0.18
7387,0.41
7388,0.56
7389,0.21
7390,0.09
7391,0.02
7392,0.77
7393,0.28
7394,0.17
7395,0.37
7396,0.11
7397,0.21
7398,0.19
7399,0.36
7400,0.2
7401,0.23
7402,0.03
7403,0.11
7404,0.16
7405,0.15
7406,0.05
7407,0.11
7408,0.29
7409,0.25
7410,0.22
7411,0.36
7412,0.51
7413,0.17
7414,0.33
7415,0.03
7416,0.14
7417,0.5
7418,0.26
7419,0.18
7420,0.37
7421,0.35
7422,0.68
7423,0.11
7424,0.54
7425,0.17
7426,0.3
7427,0.02
7428,0.34
7429,0.43
7430,0.03
7431,0.34
7432,0.08
7433,0.13
7434,0.01
7435,0.04
7436,0.09
7437,0.53
7438,0.15
7439,0.34
7440,0.23
7441,0.44
7442,0.09
7443,0.18
7444,0.37
7445,0.31
7446,0.13
7447,0.28
7448,0.08
7449,0.23
7450,0.25
7451,0.13
7452,0.28
7453,0.11
7454,0.32
7455,0.32
7456,0.35
7457,0.1
7458,0.12
7459,0.64
7460,0.0
7461,0.61
7462,0.15
7463,0.12
7464,0.29
7465,0.07
7466,0.06
7467,0.12
7468,0.57
7469,0.19
7470,0.18
7471,0.06
7472,0.26
7473,0.06
7474,0.41
7475,0.09
7476,0.23
7477,0.1
7478,0.34
7479,0.55
7480,0.02
7481,0.36
7482,0.4
7483,0.55
7484,0.1
7485,0.23
7486,0.23
7487,0.29
7488,0.35
7489,0.04
7490,0.26
7491,0.27
7492,0.04
7493,0.01
7494,0.19
7495,0.03
7496,0.05
7497,0.15
7498,0.17
7499,0.44
7500,0.04
7501,0.17
7502,0.22
7503,0.19
7504,0.4
7505,0.24
7506,0.38
7507,0.17
7508,0.54
7509,0.03
7510,0.19
7511,0.19
7512,0.31
7513,0.08
7514,0.77
7515,0.52
7516,0.12
7517,0.07
7518,0.05
7519,0.41
7520,0.63
7521,0.11
7522,0.26
7523,0.16
7524,0.47
7525,0.2
7526,0.06
7527,0.06
7528,0.82
7529,0.55
7530,0.1
7531,0.2
7532,0.17
7533,0.13
7534,0.57
7535,0.33
7536,0.31
7537,0.0
7538,0.29
7539,0.05
7540,0.0
7541,0.35
7542,0.47
7543,0.4
7544,0.02
7545,0.29
7546,0.68
7547,0.68
7548,0.08
7549,0.05
7550,0.16
7551,0.48
7552,0.33
7553,0.19
7554,0.08
7555,0.15
7556,0.02
7557,0.5
7558,0.04
7559,0.1
7560,0.1
7561,0.3
7562,0.25
7563,0.49
7564,0.26
7565,0.35
7566,0.14
7567,0.19
7568,0.3
7569,0.33
7570,0.5
7571,0.37
7572,0.01
7573,0.44
7574,0.09
7575,0.1
7576,0.26
7577,0.16
7578,0.11
7579,0.42
7580,0.36
7581,0.29
7582,0.21
7583,0.24
7584,0.13
7585,0.51
7586,0.13
7587,0.12
7588,0.34
7589,0.06
7590,0.07
7591,0.64
7592,0.64
7593,0.07
7594,0.07
7595,0.57
7596,0.05
7597,0.06
7598,0.42
7599,0.39
7600,0.1
7601,0.15
7602,0.86
7603,0.61
7604,0.07
7605,0.66
7606,0.19
7607,0.47
7608,0.29
7609,0.78
7610,0.26
7611,0.68
7612,0.5
7613,0.13
7614,0.15
7615,0.19
7616,0.02
7617,0.14
7618,0.26
7619,0.33
7620,0.24
7621,0.07
7622,0.15
7623,0.15
7624,0.13
7625,0.15
7626,0.15
7627,0.2
7628,0.19
7629,0.15
7630,0.39
7631,0.25
7632,0.16
7633,0.07
7634,0.27
7635,0.23
7636,0.05
7637,0.0
7638,0.12
7639,0.17
7640,0.32
7641,0.2
7642,0.07
7643,0.33
7644,0.26
7645,0.05
7646,0.12
7647,0.16
7648,0.21
7649,0.3
7650,0.19
7651,0.33
7652,0.05
7653,0.38
7654,0.21
7655,0.57
7656,0.51
7657,0.05
7658,0.15
7659,0.59
7660,0.13
